,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
59,AG,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1280000000,-,6.60,0.92%,"1,383,982"
60,AGCO,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,5340000000,20.05,69.82,-2.28%,"661,416"
61,AGD,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,120730000,62.06,9.62,-0.52%,"38,114"
62,AGE,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,153680000,-,4.65,0.00%,"85,996"
67,AGI,Alamos Gold Inc.,Basic Materials,Gold,Canada,2020000000,-,5.18,1.37%,"1,356,952"
68,AGM,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,775770000,8.43,74.45,-1.47%,"42,058"
69,AGM-A,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,72010000,7.91,69.86,-0.43%,"2,122"
70,AGN,Allergan plc,Healthcare,Drugs - Generic,USA,48960000000,-,147.44,-2.03%,"1,224,270"
71,AGO,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,4640000000,9.82,45.13,-0.73%,"443,378"
73,AGR,"Avangrid, Inc.",Utilities,Gas Utilities,USA,15490000000,24.51,50.72,0.38%,"279,043"
74,AGRO,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,791310000,-,7.09,-0.56%,"358,528"
75,AGS,"PlayAGS, Inc.",Services,Gaming Activities,USA,862080000,-,23.92,-2.65%,"258,955"
76,AGX,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,777170000,13.05,50.27,-1.68%,"150,487"
78,AHC,A.H. Belo Corporation,Services,Publishing - Newspapers,USA,81010000,-,3.94,3.14%,"7,682"
79,AHH,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,1050000000,48.20,15.52,-0.70%,"121,649"
80,AHT,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,518910000,-,5.17,-5.48%,"639,360"
81,AI,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,286430000,-,7.93,-0.50%,"263,995"
83,AIF,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,214650000,-,14.84,-0.40%,"64,152"
84,AIG,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,39600000000,-,44.63,-0.53%,"3,396,986"
86,AIN,Albany International Corp.,Industrial Goods,Textile Industrial,USA,2310000000,27.65,71.47,-0.87%,"108,004"
87,AINC,Ashford Inc.,Financial,Asset Management,USA,137860000,34.98,56.50,0.00%,"6,407"
88,AIR,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,1150000000,17.43,33.14,-2.33%,"186,758"
89,AIRI,Air Industries Group,Industrial Goods,Aerospace/Defense Products & Services,USA,32100000,-,1.14,5.56%,"47,926"
90,AIT,"Applied Industrial Technologies, Inc.",Services,Industrial Equipment Wholesale,USA,2260000000,16.29,59.21,-2.04%,"139,351"
91,AIV,Apartment Investment and Management Company,Financial,REIT - Residential,USA,7470000000,11.63,50.47,-0.36%,"827,607"
92,AIZ,"Assurant, Inc.",Financial,Accident & Health Insurance,USA,5820000000,22.77,94.31,-1.17%,"506,964"
93,AIZP,"Assurant, Inc.",Financial,Insurance Brokers,USA,6440000000,26.08,103.80,-0.54%,318
94,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,14510000000,22.57,77.98,0.03%,"1,812,462"
95,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,2620000000,19.19,33.54,-1.44%,"5,068,044"
96,AJX,Great Ajax Corp.,Financial,REIT - Diversified,USA,258170000,12.58,13.66,-0.80%,"33,030"
98,AKG,Asanko Gold Inc.,Basic Materials,Gold,Canada,151470000,-,0.66,1.95%,"136,125"
99,AKO-A,Embotelladora Andina S.A.,Consumer Goods,Beverages - Soft Drinks,Chile,18690000000,20.70,19.75,-0.45%,172
100,AKO-B,Embotelladora Andina S.A.,Consumer Goods,Beverages - Soft Drinks,Chile,3210000000,24.10,22.20,-0.84%,"12,909"
101,AKP,"Alliance California Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,125750000,-,14.70,0.07%,"16,173"
102,AKR,Acadia Realty Trust,Financial,Property Management,USA,2220000000,86.09,27.29,-0.58%,"538,288"
103,AKS,AK Steel Holding Corporation,Basic Materials,Steel & Iron,USA,858140000,4.79,2.76,-5.80%,"6,499,782"
104,AL,Air Lease Corporation,Services,Rental & Leasing Services,USA,3930000000,7.74,35.60,-2.73%,"733,838"
105,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,8990000000,13.92,84.78,-2.48%,"1,483,972"
106,ALE,"ALLETE, Inc.",Utilities,Diversified Utilities,USA,4210000000,24.29,82.14,-0.30%,"129,245"
107,ALEX,"Alexander & Baldwin, Inc.",Financial,Real Estate Development,USA,1740000000,-,24.02,-1.44%,"175,172"
108,ALG,Alamo Group Inc.,Industrial Goods,Farm & Construction Machinery,USA,1160000000,16.40,97.80,-3.49%,"92,926"
109,ALK,"Alaska Air Group, Inc.",Services,Regional Airlines,USA,7130000000,16.41,57.84,-0.84%,"1,026,724"
110,ALL,The Allstate Corporation,Financial,Property & Casualty Insurance,USA,31250000000,16.27,94.36,-0.54%,"1,079,537"
111,ALLE,Allegion plc,Services,Security & Protection Services,Ireland,8850000000,21.65,93.49,-0.96%,"724,686"
112,ALLY,Ally Financial Inc.,Financial,Mortgage Investment,USA,11490000000,9.88,28.71,-0.93%,"2,024,403"
113,ALO,Alio Gold Inc.,Basic Materials,Gold,Canada,66870000,-,0.79,-0.34%,"71,006"
114,ALSN,"Allison Transmission Holdings, Inc.",Consumer Goods,Auto Parts,USA,5810000000,13.02,46.74,-0.49%,"1,213,718"
115,ALV,"Autoliv, Inc.",Consumer Goods,Auto Parts,Sweden,6950000000,18.32,78.71,-1.30%,"446,201"
116,ALX,"Alexander's, Inc.",Financial,REIT - Retail,USA,1940000000,34.89,386.18,-0.60%,"12,148"
117,AM,Antero Midstream Corporation,Basic Materials,Oil & Gas Pipelines,USA,6930000000,42.21,13.93,-2.25%,"1,005,411"
118,AMBO,Ambow Education Holding Ltd.,Services,Education & Training Services,China,133860000,22.06,6.00,-0.33%,"1,723"
119,AMBR,"Amber Road, Inc.",Technology,Application Software,USA,250700000,-,8.89,2.18%,"227,262"
120,AMC,"AMC Entertainment Holdings, Inc.",Services,"Movie Production, Theaters",USA,1680000000,22.94,16.15,-0.98%,"1,157,853"
121,AME,"AMETEK, Inc.",Industrial Goods,Diversified Machinery,USA,18950000000,25.38,83.55,-1.26%,"642,030"
122,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,5590000000,25.66,109.96,-3.63%,"659,375"
123,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,6740000000,288.61,22.80,-0.61%,"1,962,814"
124,AMID,"American Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,281330000,-,5.18,0.19%,"183,538"
128,AMN,"AMN Healthcare Services, Inc.",Industrial Goods,General Building Materials,USA,2280000000,16.88,49.13,-0.16%,"273,418"
129,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,18390000000,9.62,136.47,-1.49%,"584,467"
130,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,58900000,1.27,0.51,-0.93%,"289,669"
131,AMRC,"Ameresco, Inc.",Services,Technical Services,USA,746870000,20.12,16.30,-0.79%,"54,617"
132,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,4150000000,-,13.72,-2.00%,"511,134"
133,AMS,American Shared Hospital Services,Healthcare,Specialized Health Services,USA,14750000,14.01,2.58,-3.06%,"19,082"
134,AMT,American Tower Corporation (REIT),Financial,REIT - Diversified,USA,86720000000,71.02,196.72,0.25%,"1,708,208"
136,AMX,"America Movil, S.A.B. de C.V.",Technology,Wireless Communications,Mexico,49890000000,20.55,15.76,0.51%,"1,758,217"
138,AN,"AutoNation, Inc.",Services,Auto Dealerships,USA,3330000000,8.44,36.15,-0.96%,"521,472"
139,ANDX,Andeavor Logistics LP,Basic Materials,Oil & Gas Equipment & Services,USA,8520000000,14.02,34.85,-0.40%,"591,978"
140,ANET,"Arista Networks, Inc.",Technology,Diversified Computer Systems,USA,24180000000,77.04,317.19,0.09%,"442,646"
141,ANF,Abercrombie & Fitch Co.,Services,Apparel Stores,USA,1700000000,26.01,24.74,-1.39%,"1,583,089"
142,ANFI,Amira Nature Foods Ltd.,Consumer Goods,Food - Major Diversified,United Arab Emirates,71010000,-,1.54,-7.23%,"511,091"
144,ANH,Anworth Mortgage Asset Corporation,Financial,REIT - Diversified,USA,404110000,-,4.07,-0.49%,"341,904"
145,ANTM,"Anthem, Inc.",Healthcare,Health Care Plans,USA,74960000000,20.58,290.10,0.21%,"1,095,329"
